"","name","version","date","size"
"2","stringr","0.1.10","2009-11-09",6.8
"3","stringr","0.2","2009-11-16",10
"4","stringr","0.3","2010-02-15",11
"5","stringr","0.4","2010-08-24",16
"6","stringr","0.5","2011-06-30",18
"7","stringr","0.6.1","2012-07-25",20
"8","stringr","0.6.2","2012-12-06",20
"9","stringr","0.6","2011-12-08",20
"10","stringr","1.0.0","2015-04-30",34
"11","stringr","1.1.0","2016-08-19",62
"12","stringr","1.2.0","2017-02-18",92
